context_0,context_1,context_2,context_3,context_4,context_5,context_6,context_7,context_8,context_9,prod_0_feat_0,prod_0_feat_1,prod_0_feat_2,prod_0_feat_3,prod_0_feat_4,prod_1_feat_0,prod_1_feat_1,prod_1_feat_2,prod_1_feat_3,prod_1_feat_4,prod_2_feat_0,prod_2_feat_1,prod_2_feat_2,prod_2_feat_3,prod_2_feat_4,prod_3_feat_0,prod_3_feat_1,prod_3_feat_2,prod_3_feat_3,prod_3_feat_4,prod_4_feat_0,prod_4_feat_1,prod_4_feat_2,prod_4_feat_3,prod_4_feat_4,choice,true_utility_0,true_utility_1,true_utility_2,true_utility_3,true_utility_4
-1.484439,1.278281,-0.06084952,-0.19334094,0.89679736,0.4223248,-1.1286346,-0.070905365,-0.33516696,-1.744533,-0.22214964,1.4627262,-0.088335745,0.8954611,-0.4955139,0.5950311,1.1581511,-1.0820724,0.9443498,0.17875572,2.0383956,-0.26389334,0.29349422,-0.15607347,0.6628414,-2.1832004,-1.4103794,0.66856503,0.02652068,-2.0034585,-0.634065,-0.39283177,-0.48509485,0.93155575,1.2563604,2,-4.2120957,0.7861005,6.4769025,-12.997338,0.81464595
-0.6902762,-0.18354033,-0.11495093,-1.4822314,1.1516656,-0.10210306,0.037553076,0.40064165,-0.7880763,0.45635596,-2.2378757,-0.11948167,0.11374818,-1.4816294,1.2531168,0.37098348,0.8505134,-0.4457912,-0.77892464,-0.5694251,-0.11003145,-0.42550707,0.9055564,2.6660438,0.58256096,-1.9472446,0.15507215,-1.187799,-0.40767255,-0.035619996,-0.2591415,-1.0350474,0.5219395,-1.9938879,0.386357,1,2.538059,1.0604566,-3.4736478,0.70676404,1.6670954
-0.36707464,-0.8965855,0.57344747,1.4916738,0.7248294,0.92297757,-0.5206306,-1.5976198,1.4901376,2.054515,-0.9020371,0.27869838,-1.344686,0.2314917,1.3773134,-0.5946888,-0.6166211,0.43249947,0.21106954,-1.3817341,1.1076272,0.80894893,1.2820907,0.5459015,1.8878102,-1.8726099,1.5239137,-0.38992137,-0.543969,-0.7144523,0.5093505,0.80024326,-0.4663433,0.27357802,2.7638433,1,-25.490023,19.513853,-17.496836,-6.5310616,-36.040474
1.5428067,-0.33578593,-1.1546344,-1.0656826,-1.6837325,-0.10737862,1.605678,-0.14166263,0.3023229,1.375597,-0.6698782,-0.3944786,1.4198923,-1.5755125,0.24511588,-2.4153988,-1.3795012,-1.1900772,-0.8765035,-1.2471981,0.20098309,1.3998445,2.0390599,-1.02942,0.7284272,1.2085044,0.12092236,0.7084912,0.4600419,0.45853275,-0.7366359,-1.9939324,-0.3486903,-0.7668711,-0.27787688,3,-8.096463,-11.362071,2.533453,3.8449674,-11.888764
-0.40409532,2.0355315,1.9920944,-0.13111134,-0.57753426,0.697238,-0.34752494,-1.1565552,1.2812387,1.2164474,0.96145123,1.4356753,0.15073137,-1.1840168,-0.38929492,-0.77238035,0.12395955,-0.46675354,0.9026623,-0.8479547,2.1834326,-1.4723648,0.3057166,-1.6105406,1.0478939,0.046882864,0.2057538,-0.89725655,1.0859513,0.6428427,-0.5454152,-0.016556632,-0.8903228,-0.9691481,-0.61530703,4,7.18183,0.98183745,-2.862175,-11.41048,2.9273841
0.1555116,-1.2628647,-1.2295263,0.107229285,-0.49987105,-0.34109294,1.0219631,0.73317933,1.3781427,-0.99062324,-0.27395314,0.0017476133,-0.044324134,-0.86519116,0.75904137,1.0895091,0.91360104,0.706207,-2.5025446,-0.99846274,-1.4883955,-1.7726437,1.1439105,1.6951408,0.0075702947,0.47132993,-0.3592873,1.1696883,0.2800266,-0.5214195,0.56229675,-0.18163793,0.19558446,0.6933301,3.7601552,4,0.86612266,-6.3660774,-6.3818297,-5.662808,9.127344
-0.34319156,0.7589817,0.44807833,1.5323803,0.4205367,1.8481091,0.5400178,1.0621674,-0.32351494,0.014287212,1.7862146,0.15001693,-0.9397305,-2.2535353,1.2842448,1.1198213,-0.6279618,-0.08758928,0.2080009,0.59406894,1.6545069,-1.3030564,0.6736529,0.21882436,-0.51013607,0.80646074,-0.111296035,-0.08040472,0.31379023,-0.4579752,0.6543957,-0.39735112,1.690143,0.22833374,-0.67003983,0,8.279207,-4.677323,-2.8738062,-2.4526956,-1.1568696
0.9109444,1.6129782,0.72923696,-0.08317177,1.3773351,-2.1919787,-1.4222345,0.68163425,0.014108356,0.60551363,0.30877647,0.98950064,-1.5751889,1.2670578,0.34028703,-0.030367788,-0.68630314,0.34705243,-0.88365185,-1.9892151,-0.7130207,-0.27254707,0.6131432,-0.21880403,-1.1450934,-0.6611052,0.020639904,0.64559716,0.8131847,-1.3619702,0.051156428,0.77372056,-0.8730657,1.8002198,-0.49448833,1,-0.12040754,4.8201346,1.9493202,3.3126833,1.895933
0.06440752,0.5709457,-0.8144028,0.57048607,0.9944145,1.2205507,2.0135543,0.24409844,0.2739111,-1.5231725,1.0199605,0.69116867,-0.687753,0.016175669,1.3641379,-0.5368781,0.1772764,-1.5056632,0.35958692,-0.4045261,0.52386206,-0.8443753,0.31972098,-0.35024786,-2.637916,0.08786452,1.2610761,-1.0964388,-0.6445603,1.3253471,0.5564826,-0.32891998,0.29576308,-0.62567043,2.4714706,4,10.174232,-1.6820256,-12.023348,14.291376,12.196856
-0.5314114,-0.19308208,1.0503196,-0.61100113,0.79634005,-0.001621717,-0.17716812,0.24889398,-0.39115638,-0.42903724,0.88686734,1.7088073,0.09191344,-1.2738353,0.50333863,1.2551123,1.2971337,-1.6876619,0.21142365,-1.5979116,-0.58590335,0.5854211,1.3313861,0.22248392,-1.1477457,0.5993708,-0.85087144,-0.29232123,0.090440586,-0.6698549,0.6364509,0.7524583,1.028186,1.4253324,-0.14317423,0,4.540686,1.6181108,-3.4188197,1.247851,-5.469503
-1.704786,-0.2479542,-0.47996816,-0.515981,0.41687307,0.658632,0.2321945,0.9954152,0.57556194,-0.2950562,-1.2269553,-1.130552,1.7351594,1.6152898,1.3383656,-0.5855065,1.6881044,-0.1696841,0.3430766,0.8264354,1.261217,0.5412301,1.3750106,0.013283945,-0.202873,-0.3203394,-1.1493733,-2.7983072,1.041425,-0.2341145,0.74314433,0.5982791,0.15809546,0.9444835,1.0715053,3,-10.758922,1.6187029,-5.6515746,5.3329773,-2.0719721
-0.4628563,0.31282222,0.5737671,1.3978443,1.1911731,-0.54147303,-0.10200628,0.6710178,1.0679978,0.9389695,-0.95172215,1.5329294,0.8643648,-0.8755892,-0.6492204,-1.2428682,0.6278084,-0.17685205,-2.4928834,-0.55430824,-0.38091442,0.10567345,-1.5391759,0.11665106,1.5007339,0.18700756,0.589449,1.5633839,-0.09454352,-0.12681441,0.34485278,-0.88485456,-0.6945601,-2.039202,2.2883453,1,7.633395,16.606571,-10.445923,0.83909345,-2.1625564
-0.063877836,-1.2540226,-0.99893636,0.27263352,0.34222558,-1.0986794,0.04456961,0.63122433,-1.1512266,1.1049972,0.8307021,-0.9473305,1.0238572,-0.8080464,0.06805578,0.062984765,-0.4461757,-0.81282866,1.2085477,0.084496036,1.6819329,-1.0409521,-0.47281614,-0.045681514,1.1032108,-0.7892123,0.57129204,0.3429172,1.4284455,0.49797288,-1.796323,-1.0139143,-0.9632715,-0.4524919,1.324395,4,-3.2696884,4.260905,-0.053558514,3.9903014,5.860208
-0.37753114,1.2576131,-0.53345245,-1.0266255,-0.45813698,-0.095148124,-0.38847992,-0.21600142,0.33396515,-0.17117937,-0.2651877,0.034532234,-0.22495383,0.53884107,-0.7218493,-0.17059876,-0.18269958,-0.070916764,-0.565791,-1.3350182,0.9326431,-0.11640537,1.128512,0.47947055,0.5146732,1.13067,2.5979059,1.3037312,0.88639766,0.29230484,1.2588158,-0.74652576,0.58475304,1.2772114,0.95239013,3,-1.0279464,-5.8454814,2.7456696,11.731899,4.4808993
-0.06611239,-1.7092264,0.391698,-0.0892033,1.610293,-0.9395652,-1.8082954,0.6180685,0.346527,-1.008433,-0.07619089,0.45543244,-0.32915336,-0.7682298,1.4507934,-0.4342194,-0.44268122,-0.42065305,-0.6958985,-0.72472703,-1.7252544,-1.552139,-0.19265881,0.45640144,-1.6761825,0.1818918,1.2830932,-0.47151053,-0.9892961,-0.06012487,0.51920325,-0.55929035,0.9528652,0.46932065,1.7310404,1,-3.3417037,4.2725773,4.3662043,-1.8475739,-2.8100266
-1.5297489,1.5373968,1.4141104,-2.4874568,-0.45822302,1.6641921,-0.47606257,-0.49061224,-0.28275934,-1.1208969,-1.6814096,-1.4117166,-0.41844842,-1.339089,1.573892,0.23284405,-0.3299106,1.5536898,0.29259285,-0.20886216,-0.7816655,0.5558112,0.52222216,0.6818298,0.8061674,1.4505653,-0.82797223,2.2367795,1.8000327,1.7172507,-0.2061996,-0.7139792,0.10491152,0.28344724,0.8572142,0,6.295665,-2.1851308,1.5993018,1.1200553,1.282434
-1.7047757,1.0525473,-1.8429369,0.24727145,0.8865795,-1.4512264,-0.9242684,1.2131792,0.5328917,-0.6172857,-0.16423616,0.9213482,-0.3474436,0.04774919,0.7228044,0.12175096,-0.67583954,-0.9019382,1.0651649,0.4962625,1.3873281,1.1451832,-0.28159928,1.0066812,0.3524418,-0.113563284,2.6499772,2.3459811,0.6504416,-0.8499451,-0.47840503,-0.54191846,0.81427497,0.384036,-0.31223318,0,6.8318233,2.3046837,5.3793645,-5.8354077,-6.2843866
1.202249,1.2065357,0.26905268,-0.90016025,-0.4134487,0.28638676,-0.18859483,0.93895715,-1.5297741,-1.4942635,2.0663145,-0.42970634,1.8636733,1.170809,0.64398766,-0.7788943,1.6042706,1.9729866,0.23617616,1.247744,0.0982104,1.5050181,-0.9483247,0.98936296,-2.5186527,-1.1698394,-1.0595851,0.013739496,-0.88380873,-0.87619126,-0.17934813,-0.12767622,-1.1531254,-1.343073,-0.8510329,1,-0.872746,9.453966,-9.788595,-7.4137278,-4.117528
0.18087111,-0.49154443,-0.6270486,-1.7680568,0.019545846,-0.052755106,0.653479,0.068906136,-0.13260408,1.1770006,1.0019727,2.6370037,1.4595613,-0.35717604,0.41629562,-0.0015961124,-0.14301485,0.10967732,0.2771721,-1.7461989,-0.6192606,-0.042528566,2.3843737,0.63708746,1.101979,-0.11026068,1.4389958,0.28427532,0.8257473,0.17516018,0.5520493,-0.47570604,1.8297437,-0.48165765,-0.9487245,3,5.6075153,-2.9732387,3.879487,5.9385953,-3.4199197
-1.3124673,0.53638923,-1.6711471,-0.83836186,-1.2126571,0.78194255,-0.065410234,-0.013503244,-1.106733,-0.2996935,0.16034055,1.8731248,-0.6831263,-0.18108636,0.25625253,-1.324014,-1.3755484,1.1251984,0.07551792,-1.0603107,-0.31363922,-0.55931824,0.007928881,0.19657438,-2.1483533,1.3340148,0.073822275,-0.638365,0.8843303,-1.0344894,-0.31429097,-1.2165538,0.7443882,1.1935654,0.38408354,0,5.304862,-8.800252,-15.75697,-5.847316,4.647349
-0.7634653,0.383455,-0.99109113,1.3297944,-1.6755805,-0.8065198,1.6772006,-0.43513876,-1.3148787,0.21907157,-0.18907073,-1.2757206,-0.45737818,0.23177388,-0.5744995,-0.45492592,-1.12217,-0.74333596,-1.4665525,0.27660152,0.049810246,0.094508186,-0.36060825,-0.5906666,-0.29791474,-0.42630413,0.15319002,1.8329829,-0.1891895,-0.5919207,-0.24926822,-0.49227834,-0.49624512,-0.58435345,0.68500066,3,-6.110371,-3.8243349,-2.4589784,1.5610174,1.3610293
-0.47539225,-0.83587027,-1.0958709,2.7683735,-0.2515519,-1.9255674,1.4937098,0.61107093,-0.76646644,-0.9331191,0.67211086,0.90236914,1.114084,-0.36459297,-1.5677031,1.9695694,-2.2575078,-0.34165737,-1.4265327,0.40282443,-0.9568671,1.1316143,0.232467,1.5114114,0.10157897,1.1592788,-1.0856128,0.9850741,-0.13502228,0.23787846,0.92751294,0.38656402,-0.79060376,-0.48947105,-1.0576619,2,-7.0663257,-6.202224,1.840472,-7.79448,-0.88801455
0.6734728,-0.24691832,-1.9259778,1.7872399,-0.43399045,1.4955717,1.278435,-1.0010096,1.0331899,-0.6514425,0.7153038,-0.345707,-0.4487827,0.20252311,-0.23691899,1.1689112,0.78508353,0.72290134,-0.41525027,0.70981616,0.50340426,-1.2162211,-0.24614955,-0.17130288,1.495487,-0.41980267,0.4824135,1.3009669,-0.92255396,0.27940667,2.032464,-1.568769,-0.6068265,0.27291924,0.36433148,4,0.90783346,2.377834,1.0470264,0.2061914,4.0232635
-1.8667005,-0.42459816,0.39763752,-0.46273664,-0.30704835,1.143566,0.10649398,-0.8432983,0.7020303,0.19767557,0.1574101,0.54571426,1.2609569,0.054246806,-0.07424366,0.5946318,1.9899447,0.59997034,1.0388241,-1.5731916,-0.17959356,-1.2136508,0.015226961,1.4269457,-1.2917756,1.7371194,-0.0046236,0.89276767,1.0288049,1.9955298,0.58110726,-0.8718586,1.0124571,-2.670552,-0.9073404,4,0.25596014,-2.2198114,-0.20146112,-4.044662,10.206107
-2.5216048,0.42835292,0.39182872,0.02012113,0.89170057,-0.67239356,0.33649978,-1.5669594,0.4070904,1.9530597,-0.58057576,-2.103722,1.6840416,1.32909,0.45100883,0.97971296,0.3663008,0.86392665,1.2624075,-1.4461702,0.9153802,1.1291951,-0.59053594,-0.23110406,-0.77528375,0.3111395,0.3908202,0.19581343,-0.7664196,1.371785,-0.58181995,0.55264735,0.78849405,-1.7115331,0.33488694,4,-1.6547414,5.48338,2.7760367,-1.7623463,8.324782
-0.99485636,-0.7598021,-0.7100154,0.12999822,-1.0630363,0.4212474,0.84683996,0.53434724,-1.7684155,0.9951677,1.2536011,-0.01415022,0.89898396,-0.67805475,1.0542127,-1.1370102,-0.021867061,1.2349086,1.1795945,-1.299707,-0.214033,-0.59948665,1.1797291,-0.0744955,0.1482897,0.48184475,-1.2138536,0.29898193,-1.010169,-0.48976803,-0.4434674,0.48400894,-0.7928604,-0.47452396,0.32403183,4,-4.097917,0.7382009,-0.0414352,-4.1743827,4.0214834
0.93736744,0.8301614,0.37284225,0.22018932,1.0323894,1.9235135,-0.9530405,1.0781254,-0.0862171,-0.12967305,1.3853048,0.4376112,1.130602,-2.1239765,1.4351838,-0.8573493,-0.60878706,1.9414493,0.17031188,-0.7498458,-0.61174965,-1.3831705,0.014604542,-0.33598363,0.6694451,1.7189538,-1.2538784,0.59595364,-1.5332351,0.43479192,-1.173386,-1.3466077,2.550579,2.1479404,-0.70797193,3,3.3411922,2.409945,2.96382,9.496714,-1.498734
-1.5365307,-0.2847894,-0.997265,-0.46385443,-1.0981864,-0.4489084,-0.40611035,0.096754916,-1.6147499,-1.4455181,1.9021409,-0.039562132,-1.3708698,0.6494149,0.94924587,0.7524326,-1.6898417,-1.143148,0.9370588,-1.1522294,1.018261,-0.36286387,-1.6445564,-1.3189702,0.45408982,0.50185984,1.5618471,0.019982433,-0.19933102,1.7975619,-0.8393993,-0.2833022,0.4747932,-0.89571035,0.44660658,0,10.600553,-6.412007,3.8354762,16.170038,1.5435001
0.36191428,-0.79743814,1.0745298,0.22526972,0.6067622,1.4106923,-0.3097108,-0.57448673,0.8717026,0.50951356,0.004401556,1.1351695,-0.4179328,-0.63866305,1.9189588,0.85149384,1.0863202,0.83555233,-0.6739804,-0.95972496,-0.9491078,-0.5754334,1.2001877,-0.02567703,0.9398972,0.82325155,1.6023544,0.80145615,0.21292828,-1.2987627,1.9412787,1.0647203,0.42419297,0.21253578,-1.7804976,4,-16.100508,5.3888707,-2.5408576,3.64149,10.550834
-0.1873303,1.3914579,-0.21224432,0.032773636,0.021222651,-0.9345939,0.07758539,1.3967602,0.4449683,0.031063426,0.42192343,-0.53023344,-1.6399024,-0.48421136,0.24099961,0.37347826,-1.1783302,-1.3620849,-0.30283445,0.570742,-0.7929354,-0.44443187,0.1882557,-0.82047814,-2.0066285,0.31073087,-1.7467057,0.33015683,-0.22099724,-0.22876902,-1.1029109,-0.33198678,-0.8786405,2.8478942,-0.8038692,1,2.4820108,-1.1787628,-1.2366664,-7.4199896,-3.5892515
-0.16176727,0.33086702,0.74976665,0.6092388,-0.33186486,0.3247816,0.47993973,-1.007195,0.16823055,-2.161304,1.0385326,-0.56520474,0.24312007,0.0076107937,-0.16539384,-0.19676213,0.2474953,1.3764274,-1.1312366,-1.76824,-0.83042324,0.12788098,-0.29582724,1.5420111,1.4197707,-0.45465904,1.5449185,0.4206038,-0.7288119,-0.119746655,-0.1931274,-0.7359915,-0.6339491,0.4514006,-0.39987403,3,0.72433656,-0.9659965,-1.7742993,2.7114716,-2.3013833
0.48253372,0.66034305,0.74754614,-0.39504686,0.30904683,1.4239539,1.4137696,-0.0291727,0.13931963,1.1109111,-0.28277707,-0.20721048,-0.16815503,0.92068505,-0.82644993,0.2303883,-1.5130638,-0.52170587,-1.3074666,1.617967,0.13389103,-0.42581984,-1.7368741,-1.3393849,0.85162985,0.35466802,-1.4409628,-1.4363328,1.848002,1.3552694,0.29534867,0.116052866,-0.1680413,-1.2574964,0.8603716,4,-1.1613661,-3.2254212,-3.0885644,-14.15869,2.0155644
-1.500802,-0.32307574,1.3355705,0.97520053,0.36926377,-1.5058324,-0.049910232,-0.5899154,0.3310389,-0.8093467,-0.19549333,0.7303008,-0.40421745,0.36301002,-0.48025435,0.06951488,0.79743284,-0.5352435,2.019593,-0.5779676,0.1364477,1.3820817,1.4502801,0.46733367,0.26887372,0.069005124,1.3563588,0.9572711,1.0896006,1.6344723,0.4579718,-0.4069674,0.35127997,0.056112714,-0.18906905,4,-0.09655764,-7.6197705,-4.353981,-9.815113,0.4098951
-1.0257233,-2.0648654,1.2218047,-0.3997705,0.15714578,-0.0022381165,-1.067434,-1.2590649,-1.0053152,-0.72316843,-0.4043016,0.54769593,0.6375816,-0.6960112,0.3159903,1.6232637,-0.7465178,1.3689908,-0.87451905,0.36131978,-1.7810094,0.6397929,-0.22080277,-1.7448119,-0.4711925,1.7661923,0.56993026,0.11298822,0.5303359,1.0098517,1.5236511,-0.29099295,0.5928256,0.47507066,0.10665249,1,-3.7838154,6.1905794,-6.7071824,-0.41837022,4.717008
0.36660624,-0.79571766,1.7464906,1.027151,0.80835956,-0.1196589,1.5142807,-0.21800563,-0.031261414,0.16997454,-0.1864647,1.6040051,0.2630349,-1.2173975,-2.9049864,0.9541758,-0.4303251,-0.1521936,0.40784395,2.4608126,1.3537487,-0.22670102,0.7307273,-0.6023085,0.77385896,-0.8226544,0.18262498,0.21596178,-1.0515618,-0.5885074,-2.174437,-0.37922552,1.1155723,1.9989069,1.4916701,0,19.544027,-13.840025,-0.39787298,9.711099,-14.684179
0.70182306,0.63690805,-0.47512528,-0.53299373,0.63990295,0.7152366,-0.39335114,-1.5871881,-0.2073161,0.6235258,-0.3857082,-0.0068762866,-0.07122899,-0.2095129,0.974319,-0.5514434,1.4523972,0.13874327,-1.1659541,-0.09721062,0.47902063,0.97693145,0.75422686,-0.31623983,-0.5184494,1.7304685,0.02653236,-1.1336462,-0.5854134,-1.9620624,-1.6288177,-0.52979666,-0.7957165,-0.6865632,0.77024144,2,-2.5696964,-6.2493677,3.2721937,-1.2320656,-10.998248
1.8054168,-1.197958,-0.42657125,-0.38940355,1.3558054,-0.034941502,-0.9073266,0.55869526,-0.40463853,-1.2243873,0.87410074,-1.1646472,1.891539,0.10064645,0.0077906316,-0.791932,-0.30034754,2.0286076,-1.0812532,0.26730835,-0.54243326,-1.809663,-1.5358677,0.6106895,-1.7226471,-1.2349195,0.8218826,0.70113575,0.058609363,-1.1780756,-1.1817471,-1.3240025,-0.13368842,0.6411526,-0.424118,2,3.144797,-9.250809,4.916509,-10.315168,0.7721248
-0.89277333,1.7340419,0.38420922,0.10776006,-0.24989374,0.29214883,0.28023595,0.29216883,0.11484509,0.8687983,0.884803,1.6100419,0.39109436,-1.2533661,0.08598609,1.3535256,-0.63093054,-0.6578211,1.1398668,-1.436013,0.19845344,-0.6176124,-0.43282253,1.7033457,-0.48088512,0.12159191,1.0314735,-1.2821345,0.83596927,-0.44813892,-1.280189,-0.49235576,0.06218257,0.24013051,-0.74901646,0,6.9232364,-8.144859,-8.004513,-1.3314238,2.3647826
0.023104345,-0.97793883,-0.6124229,-1.9790187,2.026817,0.8627546,-0.8300705,-0.28184485,-0.63687646,1.5425472,-0.21604379,-1.3927971,-0.70778227,-1.3619992,-0.07927894,-0.83750176,2.0747118,0.3829185,-1.6262759,-0.7462737,0.7024553,0.2445969,-1.5710489,-0.78725225,0.64329123,0.37123412,0.5761893,-0.2799986,-0.8565789,-1.2760208,0.949581,1.9435662,0.27700508,0.93579054,-0.79898983,4,0.22967729,-12.353982,-2.2845688,-1.3704889,0.86414254
-1.4198772,0.11447606,-0.10852784,0.8268386,-0.104009226,-1.7582089,-0.25111783,-0.97216225,0.07957955,1.434177,-0.020854097,-0.06295651,0.38497007,0.0776235,2.7770674,0.79962486,1.2992952,0.27082875,-2.1259153,0.44831622,1.0952556,1.3934615,-0.06722056,-1.4352045,-0.28928074,-1.4498402,1.2871357,0.4538634,-0.5124398,0.742128,1.469136,0.78415966,1.9996858,-0.88552934,0.97299594,3,-7.395147,-2.4733934,-0.9116569,0.8880108,0.18545242
-1.7394253,-0.80022275,-0.55269295,-0.3816311,0.74012566,-0.17354442,0.41580272,-0.6257731,0.22992435,0.77779764,-1.4591099,1.8939042,0.72809374,-0.37347284,-1.1557405,-0.539928,-0.25949082,0.21616644,-0.017032083,-0.6335832,1.1574527,-1.699241,0.5732954,0.18572259,-0.006992856,0.6301274,-0.6677585,-0.76974654,-0.28956202,-0.5265739,-0.2369785,0.7200256,0.11042399,0.029719232,0.2312319,4,-0.34790987,-0.29439178,0.73077035,1.5856615,0.09970472
-0.73229957,0.7813581,0.05237277,1.0454602,-0.2014199,0.38124466,-0.04060623,-0.09621226,0.25893041,0.5368075,-0.33021942,0.9034636,0.5654869,0.005558256,-1.1325235,1.3093553,0.66453946,0.56711644,1.6992154,0.6954799,-0.04854521,-0.51065314,-0.5496171,0.27570784,0.9666715,0.9779438,-1.3804699,0.9245756,-0.29632092,-0.5883674,0.36605325,0.7876783,-1.2332202,0.21737444,-1.6212108,0,3.6165226,-7.093401,-3.492376,2.9893131,1.436079
-1.2495649,1.4336336,-1.859663,-0.6848121,-0.09426907,0.41235596,1.5761725,-1.8582915,-0.5076941,-2.1268334,0.79191244,-1.109585,0.1907469,-0.36643353,-0.5704537,-2.0004642,-1.3991435,-0.0751858,-0.93011945,-0.31862506,-0.7868142,-0.278279,-1.2017235,-0.4761554,-0.2679635,0.029531056,-1.8249027,0.05122431,-1.1118973,-1.3660971,1.2313448,0.7295256,0.5509949,-0.2207854,-0.5808263,4,-11.819271,-20.419054,-9.438678,-28.607128,2.9620688
0.031621974,0.27168357,1.5907958,0.120634764,1.0440252,0.5838371,-0.4352482,-1.4089607,0.2750023,-1.492102,1.4872817,0.13485402,-0.8988691,-0.99481046,0.31118208,-0.34802315,1.0332361,0.07210931,-1.2006156,1.8609828,-1.0205683,-1.2220378,-0.08390866,0.46578965,-0.8993837,0.69553024,-0.4934932,2.4451704,0.33347085,-1.0849643,-0.70355296,0.49314997,-0.81214315,-0.07626993,1.9697438,3,6.66565,-2.7152233,-2.2287645,10.04497,-8.3721285
1.295207,-0.16206211,1.1951774,-0.48021445,0.26885077,0.20934886,-0.045044117,-0.4326595,0.39245602,-0.92616326,0.63980573,0.59480506,1.9839702,-0.75891584,-0.016561558,-0.30331773,-0.62644184,-0.2552229,-0.45567873,-0.658112,-0.29546064,-0.65422523,0.32419354,-0.95468843,1.0168842,0.72577393,0.446032,-0.45870838,0.04407087,-0.12507014,0.026959332,-1.3390602,0.10456947,0.32510853,1.4440559,3,2.8947325,-0.04422295,-1.1939656,1.5277867,-0.35380965
-1.2094353,1.2428269,0.72716796,0.06589161,1.6651424,-0.26776552,1.3227032,0.17557408,-1.0247507,1.8480402,-1.0068351,-1.1854537,0.9834555,-1.5121821,1.4555638,1.1830401,0.58121026,-1.5173126,-0.15946189,-0.052480265,0.28924897,0.55392516,-0.74935997,1.061107,0.52043563,0.51058483,-0.22343034,0.38815498,-2.1428535,0.3976143,1.6577904,0.7808882,0.66409993,0.7729061,1.2092975,3,8.102983,-2.6185255,-8.860713,13.20422,-6.417039
0.99071085,-0.12102103,0.72717124,-0.40370342,0.829149,-2.3910785,-1.0198014,0.9792597,-0.24965554,0.2075423,-0.19921611,0.98521984,0.45745805,0.06448636,1.3505876,-0.68764603,-0.6497329,-2.3566997,-0.92909974,-0.44019172,-0.050096564,0.44892406,0.8812328,-1.3292457,0.109687924,-0.9831707,-1.3300921,0.32423648,0.10163649,0.49339134,0.5797593,-0.48229185,1.0943569,-0.91849065,-1.0555972,1,-2.2229466,3.6198912,-3.0092363,-2.0018144,-0.78218144
-1.3467857,1.847867,1.1905296,-0.20068522,-0.40469587,1.0296043,1.9824704,0.95376027,2.1718028,-0.9223513,0.39819258,0.21469016,-0.80979097,-0.83275175,0.3798802,0.250182,-1.0382048,-0.64299554,-0.9108131,-2.1198423,1.3641844,0.23843941,1.1583672,-0.30561563,-0.97204995,-0.8744871,-0.87528855,-0.5187305,-1.5477216,-0.3866934,-0.5746092,0.8731952,0.5372553,-0.38251302,0.47594935,3,10.056408,3.210338,-0.80873764,12.208936,9.601969
-0.81938684,-1.1889411,0.44176066,0.17560355,-0.15195112,0.80925864,1.2323287,-1.5256624,-0.59697205,0.8201436,-1.0953412,-1.2628357,-0.094177574,0.1021738,-0.14017045,1.3559517,0.6873219,1.0349613,-0.5532464,0.33253244,-1.0434918,-0.7313433,0.33112496,-0.88962793,-0.79126996,0.43066522,-0.7639037,0.962196,-0.21426886,-0.17282411,0.25126576,-0.13470352,0.27998143,-0.9175031,-2.7211516,3,2.501803,1.3419064,4.394083,4.6140075,6.0551367
-0.4677387,-0.7982061,1.0185374,-1.2895001,-0.3015798,0.32864404,-0.57381994,0.7831557,-0.568877,1.4086195,-1.4129013,-0.45534378,0.49044478,2.1586723,-0.5930958,-0.65408003,0.33717787,0.22162724,0.25569144,-0.25570637,-1.9806865,0.19733027,-0.047562566,-1.5889666,0.581436,0.72973704,0.55800325,-0.40690053,0.2209283,-0.89789844,-1.3854833,-0.09895737,-1.5021367,-0.13346918,-0.051972892,4,4.0627494,0.9635995,3.4692154,-0.4826583,5.4002633
-0.1257463,0.67127013,0.74602395,-0.62754,-2.0534866,0.36075574,0.07228835,0.555826,-0.22652747,-0.4304277,-0.81735694,1.9408743,-0.59864247,0.21221846,-0.19093582,0.93948543,-0.334536,-1.2670583,0.41491252,-1.5028346,-0.8481303,-0.5103588,-0.4725157,-0.34643602,-0.42601755,0.1256417,-0.679831,0.43498057,-0.84174526,-1.2693781,-1.1313517,-0.41143823,0.9710293,-0.027518328,-0.46089596,0,7.2807384,-5.917888,1.4890263,-5.22181,1.9409189
2.008473,-1.472354,0.7339505,-0.5746018,-0.33577862,-0.31710282,-0.80343425,0.5712242,1.3906436,0.47001365,-0.04029039,-1.2099327,-1.7063657,-0.9876592,-1.0487866,2.3992543,1.9217203,1.9113822,-1.216225,1.7547643,-0.7125596,1.6449018,0.43864673,-0.9924945,1.655002,1.6147789,-1.0607818,0.32564685,-1.9369649,-0.39506325,-0.38793808,-0.40899396,1.6117798,-1.3358827,-0.22387142,0,7.0946364,-17.452358,-18.473215,1.0658956,-3.197072
0.103382,-0.9864405,0.51682526,2.1563497,-0.38069463,-0.37598357,-0.56108916,-0.48941424,-2.7452996,0.40503538,0.75481975,-1.3152423,-0.8834733,1.1152239,1.3449668,-0.43327442,0.8575056,1.5567673,-0.40718076,0.79164875,-0.42280543,-1.3532256,0.003616269,-0.24444616,-0.926619,-0.33928043,-0.22680236,0.2786819,1.0395027,1.0407233,-0.086528435,-0.54698396,1.3398714,-0.09969027,-0.597108,2,2.0518458,-2.3028214,9.206403,2.2008517,6.8010764
